id,language,domain,template_html,title,source,license_redistribution_note
404,en,Gov. & Public Svc.,en/html/404.html,參觀郵政局/中央郵件中心申請表格 Application Form - Visit to Post Office / Central Mail Centre,Hongkong Post: https://hongkongpost.hk/filemanager/common/forms/en/pdf/visit.pdf?formcatid=1461&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
405,en,Gov. & Public Svc.,en/html/405.html,Hongkong Post e-Cert (Encipherment) Certificate Renewal Form,Hongkong Post e-Cert: https://www.ecert.gov.hk/product/ecert/apply/img/e-Cert_(E)_RN.pdf?formcatid=185&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
406,en,Business,en/html/406.html,Renewal Form for e-Cert (Personal) Certificate,Hongkong Post e-Cert: https://www.ecert.gov.hk/product/ecert/apply/img/e-Cert_(P)_RN.pdf?formcatid=182&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
407,en,Gov. & Public Svc.,en/html/407.html,大量掛號郵件投寄證明書 / Certificate of Bulk Posting for Registered Mail,Hongkong Post: https://hongkongpost.hk/filemanager/common/forms/en/pdf/pos20.pdf?formcatid=179&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
408,en,Finance,en/html/408.html,Application for Refund of Search Fee,Hong Kong Land Registry: https://www.landreg.gov.hk/pdf/en/lr-ols-9.pdf?formcatid=3570&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
409,en,Workplace / HR,en/html/409.html,Application for Sea-going Training Incentive Scheme (SGTIS),Hong Kong Marine Department: https://www.mardep.gov.hk/filemanager/en/share/forms/pdf/md817.pdf?formcatid=3461&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
410,en,Gov. & Public Svc.,en/html/410.html,許可證申請表（只適用於經港珠澳大橋往來港澳的澳門跨境貨車） APPLICATION FOR CLOSED ROAD PERMIT FOR CROSS BOUNDARY VEHICLES,Hong Kong Transport Department: https://www.td.gov.hk/filemanager/en/content_1129/TD549_2023.pdf?formcatid=3433&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Transport Department. Original source document is not redistributed by NEST.
411,en,Workplace / HR,en/html/411.html,Information Request Form,Hong Kong SAR Government: https://www.access.gov.hk/filemanager/content/howtomakeinfo/ati.pdf?formcatid=3510&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
412,en,Gov. & Public Svc.,en/html/412.html,APPLICATION FORM FOR CLOSED ROAD / BUS LANE / RESTRICTED ZONE / PROHIBITED ZONE PERMIT,Hong Kong Transport Department: https://www.td.gov.hk/filemanager/common/TD606_11.2021.pdf?formcatid=2753&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Transport Department. Original source document is not redistributed by NEST.
413,en,Business,en/html/413.html,Application for Hong Kong-Zhuhai-Macao Bridge MacaoPort Park-and-Ride Scheme,Hong Kong Transport Department: https://www.td.gov.hk/filemanager/en/content_1135/01b_TD621A_HZMB%20Macao%20Port%20PnR%20-%20Application%20Form_IL_20250925_eng_8.10.2025_clean.pdf?formcatid=2748&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Transport Department. Original source document is not redistributed by NEST.
414,en,Gov. & Public Svc.,en/html/414.html,Application for Hong Kong-Zhuhai-Macao Bridge MacaoPort Park-and-Ride Scheme,Hong Kong Transport Department: https://www.td.gov.hk/filemanager/en/content_1135/01b_TD621A_HZMB%20Macao%20Port%20PnR%20-%20Application%20Form_IL_20250925_eng_8.10.2025_clean.pdf?formcatid=2748&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Transport Department. Original source document is not redistributed by NEST.
1,zh,Workplace / HR,zh/html/1.html,我的个人信息,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
2,zh,Workplace / HR,zh/html/2.html,新员工转正申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
3,zh,Workplace / HR,zh/html/3.html,员工离职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
4,zh,Workplace / HR,zh/html/4.html,人事档案表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
5,zh,Workplace / HR,zh/html/5.html,个人简历,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
6,zh,Workplace / HR,zh/html/6.html,应届本科毕业生个人求职简历表格,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
7,zh,Workplace / HR,zh/html/7.html,应聘个人履历表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
8,zh,Education,zh/html/8.html,学 生 基 本 信 息,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
9,zh,Workplace / HR,zh/html/9.html,员工档案信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
10,zh,Healthcare,zh/html/10.html,个人健康体检表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
11,zh,Workplace / HR,zh/html/11.html,个人求职履历_简历表格,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
12,zh,Workplace / HR,zh/html/12.html,入职信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
13,zh,Business,zh/html/13.html,客户档案信息,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
14,zh,Gov. & Public Svc.,zh/html/14.html,中共党员个人信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
15,zh,Workplace / HR,zh/html/15.html,个人简历,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
16,zh,Business,zh/html/16.html,重点客户信息管理表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
17,zh,Workplace / HR,zh/html/17.html,个人简历,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
18,zh,Workplace / HR,zh/html/18.html,入职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
19,zh,Workplace / HR,zh/html/19.html,个人简历表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
20,zh,Workplace / HR,zh/html/20.html,个人简历,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
21,zh,Business,zh/html/21.html,请购单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
22,zh,Workplace / HR,zh/html/22.html,离职通知书,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
23,zh,Workplace / HR,zh/html/23.html,员工离职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
24,zh,Workplace / HR,zh/html/24.html,物品交接表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
25,zh,Education,zh/html/25.html,学习计划表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
26,zh,Workplace / HR,zh/html/26.html,人事部年度招聘计划报批表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
27,zh,Workplace / HR,zh/html/27.html,员工离职交接申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
28,zh,Workplace / HR,zh/html/28.html,离职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
29,zh,Business,zh/html/29.html,采购申请单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
30,zh,Workplace / HR,zh/html/30.html,工资单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
31,zh,Workplace / HR,zh/html/31.html,员工任免通知书,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
32,zh,Workplace / HR,zh/html/32.html,离职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
33,zh,Workplace / HR,zh/html/33.html,面试评估表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
34,zh,Workplace / HR,zh/html/34.html,店铺员工请假单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
35,zh,Business,zh/html/35.html,会议记录,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
36,zh,Workplace / HR,zh/html/36.html,试用员工(主管级以下)转正评估,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
37,zh,Workplace / HR,zh/html/37.html,员工请假表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
38,zh,Business,zh/html/38.html,来访出入登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
39,zh,Workplace / HR,zh/html/39.html,员工工资变更表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
40,zh,Business,zh/html/40.html,一周工作计划表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
41,zh,Workplace / HR,zh/html/41.html,领导和部属休假掌握表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
42,zh,Healthcare,zh/html/42.html,员工体检表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
43,zh,Workplace / HR,zh/html/43.html,工作交接表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
44,zh,Workplace / HR,zh/html/44.html,店铺员工考核表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
45,zh,Workplace / HR,zh/html/45.html,员工绩效评价表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
46,zh,Education,zh/html/46.html,培训签到表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
47,zh,Healthcare,zh/html/47.html,体检表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
48,zh,Workplace / HR,zh/html/48.html,毕业生就业鉴定表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
49,zh,Workplace / HR,zh/html/49.html,员工人事资料卡,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
50,zh,Workplace / HR,zh/html/50.html,员工信息采集表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
51,zh,Workplace / HR,zh/html/51.html,员工信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
52,zh,Business,zh/html/52.html,领物卡,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
53,zh,Business,zh/html/53.html,XXXXXXXXXXXX科技有限公司内部联络单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
54,zh,Workplace / HR,zh/html/54.html,离职申请报告,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
55,zh,Workplace / HR,zh/html/55.html,员工离职工作交接表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
56,zh,Workplace / HR,zh/html/56.html,中秋节值班安排表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
57,zh,Workplace / HR,zh/html/57.html,本周工作总结,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
58,zh,Workplace / HR,zh/html/58.html,管理才能考核表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
59,zh,Workplace / HR,zh/html/59.html,应聘人员登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
60,zh,Workplace / HR,zh/html/60.html,预支工资申请书,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
61,zh,Workplace / HR,zh/html/61.html,员工转正申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
62,zh,Workplace / HR,zh/html/62.html,周工作总结计划表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
63,zh,Workplace / HR,zh/html/63.html,员工入职表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
64,zh,Business,zh/html/64.html,房地产销售情况周报表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
65,zh,Finance,zh/html/65.html,业务招待请款单(存根),Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
66,zh,Finance,zh/html/66.html,缴款单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
67,zh,Business,zh/html/67.html,物料领取申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
68,zh,Workplace / HR,zh/html/68.html,食堂卫生工作考核表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
69,zh,Workplace / HR,zh/html/69.html,员工值班登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
70,zh,Business,zh/html/70.html,产品修改申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
71,zh,Education,zh/html/71.html,外请讲师审批表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
72,zh,Workplace / HR,zh/html/72.html,应聘人员登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
73,zh,Workplace / HR,zh/html/73.html,店铺员工纪律处分通知单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
74,zh,Workplace / HR,zh/html/74.html,离职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
75,zh,Workplace / HR,zh/html/75.html,出差通知单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
76,zh,Business,zh/html/76.html,在线办公工作日报,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
77,zh,Workplace / HR,zh/html/77.html,员工离职表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
78,zh,Business,zh/html/78.html,公司行政检查表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
79,zh,Finance,zh/html/79.html,费用预算（卖场促销推介活动费用预算）,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
80,zh,Workplace / HR,zh/html/80.html,请假条,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
81,zh,Workplace / HR,zh/html/81.html,员工辞退、劝退在线通知书,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
82,zh,Workplace / HR,zh/html/82.html,简历表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
83,zh,Business,zh/html/83.html,工作周报,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
84,zh,Workplace / HR,zh/html/84.html,个人简历,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
85,zh,Finance,zh/html/85.html,财务类会计空白简历表格,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
86,zh,Workplace / HR,zh/html/86.html,增补人员申请书,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
87,zh,Workplace / HR,zh/html/87.html,在线招聘申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
88,zh,Workplace / HR,zh/html/88.html,新员工试用表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
89,zh,Education,zh/html/89.html,托幼机构大班幼儿正确刷牙方法检查情况汇总表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
90,zh,Workplace / HR,zh/html/90.html,个人简历,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
91,zh,Finance,zh/html/91.html,活动经费预算表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
92,zh,Business,zh/html/92.html,市场部营销策划工作日志,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
93,zh,Education,zh/html/93.html,学生宿舍人员登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
94,zh,Business,zh/html/94.html,销售业务分析报告表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
